,backtest_length,diff_list_length,total_returns,win_rate
,,,,
A,5243,244,-0.11388023919775872,0.7827868852459017
AAL,3802,173,-0.9493909835934994,0.7052023121387283
AAP,4765,214,1.3651326826893506,0.7990654205607477
AAPL,5243,235,0.5435183161119127,0.7914893617021277
ABBV,1974,85,0.2928658922192685,0.7294117647058823
ABC,5243,252,9.384307628533382,0.8055555555555556
ABMD,5223,269,1.9386272895482821,0.7806691449814126
ABT,5243,281,4.442316388664651,0.8220640569395018
ACN,4854,231,5.757683428379761,0.7922077922077922
ADBE,5243,270,16.865022692207585,0.8148148148148148
ADI,5243,284,11.916774293695939,0.7605633802816901
ADM,5243,273,2.628668144543647,0.8095238095238095
ADP,5243,301,4.421187958071969,0.7807308970099668
ADSK,5243,250,1.7419314354869146,0.804
AEE,5243,302,2.6732638531811097,0.8178807947019867
AEP,5243,256,0.3424022436240639,0.76953125
AES,5243,270,-0.8034933364681115,0.762962962962963
AFL,5243,317,7.917700998836771,0.832807570977918
AIG,5243,240,-0.9856070093920022,0.7208333333333333
AIZ,4216,223,3.077470063123342,0.8116591928251121
AJG,5243,267,3.442684770413559,0.7902621722846442
AKAM,5243,234,-0.9039200974768722,0.7564102564102564
ALB,5243,270,8.691807580099683,0.7888888888888889
ALGN,4972,235,2.3596606654883474,0.7829787234042553
ALK,5243,257,3.9359496602194906,0.7626459143968871
ALL,5243,248,1.4803462874015636,0.782258064516129
ALLE,1752,87,0.2076616013771654,0.7931034482758621
AMAT,5243,246,0.24325005429919017,0.7154471544715447
AMCR,385,24,0.29543957479588406,0.9166666666666666
AMD,5233,218,-0.8494654467594903,0.7110091743119266
AME,5243,260,6.285221503773662,0.8153846153846154
AMGN,5243,279,10.046439575486987,0.7670250896057348
AMP,3810,189,2.209049119716558,0.8095238095238095
AMT,5243,285,0.20881348968771474,0.8105263157894737
AMZN,5243,238,3.112833459318836,0.773109243697479
ANET,1615,75,2.209734191651339,0.8
ANSS,5233,284,42.65495267139336,0.8309859154929577
AON,5243,270,6.1965099647280475,0.8
AOS,5243,280,10.668781713589295,0.8107142857142857
APA,5243,259,-0.2975838291536502,0.749034749034749
APD,5243,307,12.885820434081502,0.8241042345276873
APH,5243,236,1.3902981490049735,0.7838983050847458
APTV,2254,118,2.0800466140840093,0.847457627118644
ARE,5243,279,4.303517176199075,0.7921146953405018
ATO,5243,328,13.040441137211731,0.8475609756097561
ATVI,5243,286,28.708433970766524,0.8391608391608392
AVB,5243,280,10.858423226042953,0.7607142857142857
AVGO,2831,159,15.066579498773812,0.8364779874213837
AVY,5243,275,2.1968790922880714,0.7745454545454545
AWK,3156,175,8.12437788885096,0.8571428571428571
AXP,5243,286,15.305974781034234,0.8006993006993007
AZO,5243,228,4.030666989558249,0.7850877192982456
BA,5243,266,1.4578130450292226,0.7819548872180451
BAC,5243,287,0.06590527571660373,0.794425087108014
BAX,5243,287,4.823174501503163,0.8153310104529616
BBWI,5243,241,-0.4708545331349006,0.7717842323651453
BBY,5243,262,2.2863411750698264,0.7824427480916031
BDX,5243,280,4.8112028238411515,0.8107142857142857
BEN,5243,285,5.635220157793855,0.7859649122807018
BF-B,5243,276,7.272601925749438,0.8043478260869565
BIIB,5222,263,9.162376449847482,0.7642585551330798
BIO,5233,258,14.590932322668568,0.7868217054263565
BK,5243,276,8.088391475287743,0.7572463768115942
BKNG,5243,232,-0.7726573895196434,0.7758620689655172
BKR,5233,278,0.2186496979792877,0.7410071942446043
BLK,5243,277,14.994426532633003,0.8194945848375451
BMY,5243,264,1.148878715706883,0.7613636363636364
BR,3430,142,0.3431998398485761,0.8098591549295775
BRK-B,5243,294,6.435543195717262,0.8061224489795918
BRO,5233,262,4.4135560277145816,0.7900763358778626
BSX,5243,278,3.6451268299260615,0.7877697841726619
BWA,5243,281,4.4432440327770735,0.8113879003558719
BXP,5243,255,3.1747542277216523,0.7215686274509804
C,5243,260,-0.8177390753770697,0.7576923076923077
CAG,5243,266,0.8439849615663672,0.7781954887218046
CAH,5243,258,4.1488369988438185,0.7790697674418605
CARR,159,5,0.11467960167076974,1.0
CAT,5243,233,0.2582151426885282,0.7253218884120172
CB,5233,300,10.9348689152035,0.7966666666666666
CBOE,2616,122,0.4670344836101744,0.7786885245901639
CBRE,4129,188,3.0578970260897713,0.75
CCI,5233,294,2.1418252831616305,0.826530612244898
CCL,5243,263,0.3751383544643342,0.7680608365019012
CDAY,636,31,0.779749148067887,0.8709677419354839
CDNS,5243,253,1.1426567240925372,0.7865612648221344
CDW,1852,93,2.1052420200730486,0.8709677419354839
CE,3974,187,-0.2530724314850095,0.7754010695187166
CF,3834,191,2.1889840406107153,0.8115183246073299
CFG,1539,81,0.21611588879322913,0.7901234567901234
CHD,5233,279,20.69988420221276,0.8351254480286738
CHRW,5243,300,34.26828143984302,0.8033333333333333
CHTR,2602,114,4.612150026361981,0.8421052631578947
CI,5243,244,0.30306259589119816,0.7991803278688525
CINF,5243,292,4.905418659227633,0.797945205479452
CL,5243,303,8.57191263948444,0.8184818481848185
CLX,5243,285,6.181015012968739,0.7859649122807018
CMA,5243,281,3.123814033334079,0.7900355871886121
CMCSA,5243,273,5.016508565655638,0.7948717948717948
CME,4508,242,7.164690841648795,0.756198347107438
CMG,3719,164,1.13635270105199,0.7621951219512195
CMI,5243,254,2.62979738539052,0.7913385826771654
CMS,5243,262,-0.14730385140893176,0.8129770992366412
CNC,4737,231,6.611138593492882,0.7835497835497836
CNP,5243,270,-0.11188432478057617,0.7962962962962963
COF,5243,276,7.7775390748746025,0.7898550724637681
COO,5243,246,2.13698934792682,0.8089430894308943
COP,5243,276,1.0920243314569147,0.7681159420289855
COST,5243,299,12.569357640499042,0.8127090301003345
CPB,5243,305,5.811350131471009,0.7934426229508197
CPRT,5243,248,5.049321901955912,0.8104838709677419
